ENTITYA,TYPEA,IDA,DATABASEA,MECHANISM,ENTITYB,TYPEB,IDB,DATABASEB,IDB,data_column
ERBB2,protein,P04626,UNIPROT,phosphorylation,ERBB2,protein,P04626,UNIPROT,P04626,1990-01-01
ERBB2,protein,P04626,UNIPROT,phosphorylation,ERBB2,protein,P04626,UNIPROT,P04626,1990-01-01
ERBB2,protein,P04626,UNIPROT,phosphorylation,ERBB2,protein,P04626,UNIPROT,P04626,1990-01-01
ERBB2,protein,P04626,UNIPROT,phosphorylation,ERBB2,protein,P04626,UNIPROT,P04626,1990-01-01
ERBB2,protein,P04626,UNIPROT,phosphorylation,ERBB2,protein,P04626,UNIPROT,P04626,1990-01-01
PRKCB,protein,P05771,UNIPROT,phosphorylation,PRKCB,protein,P05771,UNIPROT,P05771,1990-07-27
PRKCB,protein,P05771,UNIPROT,phosphorylation,PRKCB,protein,P05771,UNIPROT,P05771,1990-07-27
IFNG,protein,P01579,UNIPROT,transcriptional_regulation,LPL,protein,P06858,UNIPROT,P06858,1990-06-12
ARRB2,protein,P32121,UNIPROT,binding,ADRB1,protein,P08588,UNIPROT,P08588,1990-06-22
ARRB2,protein,P32121,UNIPROT,binding,ADRB2,protein,P07550,UNIPROT,P07550,1990-06-22
CAMK2G,protein,Q13555,UNIPROT,phosphorylation,MYLK,protein,Q15746,UNIPROT,Q15746,1990-06-05
PSEN1,protein,P49768,UNIPROT,binding,CTNNB1,protein,P35222,UNIPROT,P35222,1990-03-01
PRKACA,protein,P17612,UNIPROT,phosphorylation,GFAP,protein,P14136,UNIPROT,P14136,1990-03-15
PRKCA,protein,P17252,UNIPROT,phosphorylation,GFAP,protein,P14136,UNIPROT,P14136,1990-03-15
PRKACA,protein,P17612,UNIPROT,phosphorylation,GFAP,protein,P14136,UNIPROT,P14136,1990-03-15
PRKACA,protein,P17612,UNIPROT,phosphorylation,GFAP,protein,P14136,UNIPROT,P14136,1990-03-15
PRKCA,protein,P17252,UNIPROT,phosphorylation,GFAP,protein,P14136,UNIPROT,P14136,1990-03-15
N-[2-(4-bromocinnamylamino)ethyl]isoquinoline-5-sulfonamide,chemical,CHEBI:47495,ChEBI,chemical_inhibition,PRKACA,protein,P17612,UNIPROT,P17612,1990-03-25
EGFR,protein,P00533,UNIPROT,phosphorylation,PLCG1,protein,P19174,UNIPROT,P19174,1990-03-05
EGFR,protein,P00533,UNIPROT,phosphorylation,PLCG1,protein,P19174,UNIPROT,P19174,1990-03-05
EGFR,protein,P00533,UNIPROT,phosphorylation,PLCG1,protein,P19174,UNIPROT,P19174,1990-03-05
PRKCB,protein,P05771,UNIPROT,phosphorylation,GAP43,protein,P17677,UNIPROT,P17677,1990-03-06
HSD3B1,protein,P14060,UNIPROT,chemical_modification,17alpha-hydroxyprogesterone,smallmolecule,CHEBI:17252,ChEBI,CHEBI:17252,1990-05-01
dehydroepiandrosterone,chemical,CHEBI:28689,ChEBI,precursor_of,"androst-4-ene-3,17-dione",smallmolecule,CHEBI:16422,ChEBI,CHEBI:16422,1990-05-01
17alpha-hydroxypregnenolone,smallmolecule,CHEBI:28750,ChEBI,precursor_of,17alpha-hydroxyprogesterone,smallmolecule,CHEBI:17252,ChEBI,CHEBI:17252,1990-05-01
HSD3B1,protein,P14060,UNIPROT,chemical_modification,"androst-4-ene-3,17-dione",smallmolecule,CHEBI:16422,ChEBI,CHEBI:16422,1990-05-01
FGG,protein,P02679,UNIPROT,binding,VWF,protein,P04275,UNIPROT,P04275,1990-11-01
Daunorubicin hydrochloride,chemical,CHEBI:31456,ChEBI,chemical_inhibition,TOP2A,protein,P11388,UNIPROT,P11388,1990-11-01
Doxorubicin hydrochloride,chemical,CHEBI:31522,ChEBI,chemical_inhibition,TOP2A,protein,P11388,UNIPROT,P11388,1990-11-01
FGG,protein,P02679,UNIPROT,binding,VTN,protein,P04004,UNIPROT,P04004,1990-11-01
FGG,protein,P02679,UNIPROT,binding,FN1,protein,P02751,UNIPROT,P02751,1990-11-01
Daunorubicin hydrochloride,chemical,CHEBI:31456,ChEBI,chemical_inhibition,TOP2B,protein,Q02880,UNIPROT,Q02880,1990-11-01
HSD3B1,protein,P14060,UNIPROT,chemical_modification,progesterone,smallmolecule,CHEBI:17026,ChEBI,CHEBI:17026,1990-11-25
HSD3B2,protein,P26439,UNIPROT,chemical_modification,progesterone,smallmolecule,CHEBI:17026,ChEBI,CHEBI:17026,1990-11-25
pregnenolone,smallmolecule,CHEBI:16581,ChEBI,precursor_of,progesterone,smallmolecule,CHEBI:17026,ChEBI,CHEBI:17026,1990-11-25
EEF2K,protein,O00418,UNIPROT,phosphorylation,EEF2,protein,P13639,UNIPROT,P13639,1990-11-26
gemcitabine,chemical,CHEBI:175901,ChEBI,chemical_inhibition,RRM1,protein,P23921,UNIPROT,P23921,1990-10-01
gemcitabine,chemical,CHEBI:175901,ChEBI,chemical_inhibition,RRM2,protein,P31350,UNIPROT,P31350,1990-10-01
LCK,protein,P06239,UNIPROT,phosphorylation,LCK,protein,P06239,UNIPROT,P06239,1990-10-01
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,CALD1,protein,Q05682,UNIPROT,Q05682,1990-10-15
MMUT,protein,P22033,UNIPROT,chemical_modification,succinyl-CoA(5-),smallmolecule,CHEBI:57292,ChEBI,CHEBI:57292,1990-10-15
(S)-methylmalonyl-CoA(5-),smallmolecule,CHEBI:57327,ChEBI,precursor_of,succinyl-CoA(5-),smallmolecule,CHEBI:57292,ChEBI,CHEBI:57292,1990-10-15
MMUT,protein,P22033,UNIPROT,chemical_modification,(S)-methylmalonyl-CoA(5-),smallmolecule,CHEBI:57327,ChEBI,CHEBI:57327,1990-10-15
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,CALD1,protein,Q05682,UNIPROT,Q05682,1990-10-15
KITLG,protein,P21583,UNIPROT,binding,KIT,protein,P10721,UNIPROT,P10721,1990-10-05
haloperidol,chemical,CHEBI:5613,ChEBI,chemical_inhibition,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
amisulpride,chemical,CHEBI:64045,ChEBI,chemical_inhibition,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
apomorphine,chemical,CHEBI:48538,ChEBI,chemical_activation,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
domperidone,chemical,CHEBI:31515,ChEBI,chemical_inhibition,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
bromocriptine,chemical,CHEBI:3181,ChEBI,chemical_activation,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
bromocriptine,chemical,CHEBI:3181,ChEBI,chemical_activation,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
chlorpromazine,chemical,CHEBI:3647,ChEBI,chemical_inhibition,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
apomorphine,chemical,CHEBI:48538,ChEBI,chemical_activation,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
amisulpride,chemical,CHEBI:64045,ChEBI,chemical_inhibition,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
domperidone,chemical,CHEBI:31515,ChEBI,chemical_inhibition,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
dopamine,smallmolecule,CHEBI:18243,ChEBI,chemical_activation,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
clozapine,chemical,CHEBI:3766,ChEBI,chemical_inhibition,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
chlorpromazine,chemical,CHEBI:3647,ChEBI,chemical_inhibition,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
dopamine,smallmolecule,CHEBI:18243,ChEBI,chemical_activation,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
pimozide,chemical,CHEBI:8212,ChEBI,chemical_inhibition,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
clozapine,chemical,CHEBI:3766,ChEBI,chemical_inhibition,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
haloperidol,chemical,CHEBI:5613,ChEBI,chemical_inhibition,DRD3,protein,P35462,UNIPROT,P35462,1990-09-13
pimozide,chemical,CHEBI:8212,ChEBI,chemical_inhibition,DRD2,protein,P14416,UNIPROT,P14416,1990-09-13
ENO1,protein,P06733,UNIPROT,transcriptional_regulation,MYC,protein,P01106,UNIPROT,P01106,1991-04-01
CDK1,protein,P06493,UNIPROT,phosphorylation,RAB1A,protein,P62820,UNIPROT,P62820,1991-04-25
ERBB2,protein,P04626,UNIPROT,binding,PLCG1,protein,P19174,UNIPROT,P19174,1991-08-01
PRKCD,protein,Q05655,UNIPROT,phosphorylation,EGFR,protein,P00533,UNIPROT,P00533,1991-08-01
CTSG,protein,P08311,UNIPROT,cleavage,C3,protein,P01024,UNIPROT,P01024,1991-08-01
CTSG,protein,P08311,UNIPROT,cleavage,C3,protein,P01024,UNIPROT,P01024,1991-08-01
PTPRJ,protein,Q12913,UNIPROT,dephosphorylation,INSR,protein,P06213,UNIPROT,P06213,1991-08-15
PTPRJ,protein,Q12913,UNIPROT,dephosphorylation,INSR,protein,P06213,UNIPROT,P06213,1991-08-15
MAPK1,protein,P28482,UNIPROT,phosphorylation,EGFR,protein,P00533,UNIPROT,P00533,1991-08-15
PTPRJ,protein,Q12913,UNIPROT,dephosphorylation,INSR,protein,P06213,UNIPROT,P06213,1991-08-15
PTPRJ,protein,Q12913,UNIPROT,dephosphorylation,INSR,protein,P06213,UNIPROT,P06213,1991-08-15
MAPK3,protein,P27361,UNIPROT,phosphorylation,EGFR,protein,P00533,UNIPROT,P00533,1991-08-15
CDK1,protein,P06493,UNIPROT,phosphorylation,RB1,protein,P06400,UNIPROT,P06400,1991-12-01
CDK1,protein,P06493,UNIPROT,phosphorylation,RB1,protein,P06400,UNIPROT,P06400,1991-12-01
CDK1,protein,P06493,UNIPROT,phosphorylation,RB1,protein,P06400,UNIPROT,P06400,1991-12-01
ETS1,protein,P14921,UNIPROT,transcriptional_regulation,FOS,protein,P01100,UNIPROT,P01100,1991-12-01
CDK1,protein,P06493,UNIPROT,phosphorylation,RB1,protein,P06400,UNIPROT,P06400,1991-12-01
CDK1,protein,P06493,UNIPROT,phosphorylation,RB1,protein,P06400,UNIPROT,P06400,1991-12-01
HRAS,protein,P01112,UNIPROT,phosphorylation,JUN,protein,P05412,UNIPROT,P05412,1991-12-12
HRAS,protein,P01112,UNIPROT,phosphorylation,JUN,protein,P05412,UNIPROT,P05412,1991-12-12
PRKAA1,protein,Q13131,UNIPROT,phosphorylation,POU2F1,protein,P14859,UNIPROT,P14859,1991-12-20
IL1B,protein,P01584,UNIPROT,transcriptional_regulation,ITGA2,protein,P17301,UNIPROT,P17301,1991-12-05
TGFB1,protein,P01137,UNIPROT,transcriptional_regulation,ITGA3,protein,P26006,UNIPROT,P26006,1991-12-05
IL1B,protein,P01584,UNIPROT,transcriptional_regulation,ITGA3,protein,P26006,UNIPROT,P26006,1991-12-05
TGFB1,protein,P01137,UNIPROT,transcriptional_regulation,ITGA2,protein,P17301,UNIPROT,P17301,1991-12-05
C5,protein,P01031,UNIPROT,binding,C5AR1,protein,P21730,UNIPROT,P21730,1991-02-14
PRKCD,protein,Q05655,UNIPROT,phosphorylation,ADRB2,protein,P07550,UNIPROT,P07550,1991-02-25
PRKCD,protein,Q05655,UNIPROT,phosphorylation,ADRB2,protein,P07550,UNIPROT,P07550,1991-02-25
PRKCD,protein,Q05655,UNIPROT,phosphorylation,ADRB2,protein,P07550,UNIPROT,P07550,1991-02-25
PRKCD,protein,Q05655,UNIPROT,phosphorylation,ADRB2,protein,P07550,UNIPROT,P07550,1991-02-25
GSK3A,protein,P49840,UNIPROT,phosphorylation,JUN,protein,P05412,UNIPROT,P05412,1991-02-08
GSK3B,protein,P49841,UNIPROT,phosphorylation,JUN,protein,P05412,UNIPROT,P05412,1991-02-08
GSK3A,protein,P49840,UNIPROT,phosphorylation,JUN,protein,P05412,UNIPROT,P05412,1991-02-08
GSK3A,protein,P49840,UNIPROT,phosphorylation,JUN,protein,P05412,UNIPROT,P05412,1991-02-08
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,CAMK2A,protein,Q9UQM7,UNIPROT,Q9UQM7,1991-01-01
PAK2,protein,Q13177,UNIPROT,phosphorylation,RPS6,protein,P62753,UNIPROT,P62753,1991-01-05
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,CASQ2,protein,O14958,UNIPROT,O14958,1991-01-05
PAK2,protein,Q13177,UNIPROT,phosphorylation,RPS6,protein,P62753,UNIPROT,P62753,1991-01-05
PAK2,protein,Q13177,UNIPROT,phosphorylation,RPS6,protein,P62753,UNIPROT,P62753,1991-01-05
PAK2,protein,Q13177,UNIPROT,phosphorylation,RPS6,protein,P62753,UNIPROT,P62753,1991-01-05
CSNK2A2,protein,P19784,UNIPROT,phosphorylation,CASQ2,protein,O14958,UNIPROT,O14958,1991-01-05
estramustine,chemical,CHEBI:4868,ChEBI,chemical_inhibition,MAP2,protein,P11137,UNIPROT,P11137,1991-01-01
estramustine,chemical,CHEBI:4868,ChEBI,chemical_inhibition,MAP1A,protein,P78559,UNIPROT,P78559,1991-01-01
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,SRF,protein,P11831,UNIPROT,P11831,1991-07-01
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,SRF,protein,P11831,UNIPROT,P11831,1991-07-01
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,SRF,protein,P11831,UNIPROT,P11831,1991-07-01
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,SRF,protein,P11831,UNIPROT,P11831,1991-07-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,MAPK1,protein,P28482,UNIPROT,P28482,1991-07-15
MAPK3,protein,P27361,UNIPROT,phosphorylation,MAPK3,protein,P27361,UNIPROT,P27361,1991-07-15
MAPK3,protein,P27361,UNIPROT,phosphorylation,MAPK3,protein,P27361,UNIPROT,P27361,1991-07-15
MAPK1,protein,P28482,UNIPROT,phosphorylation,MAPK1,protein,P28482,UNIPROT,P28482,1991-07-15
TCF3,protein,P15923,UNIPROT,binding,MYOD1,protein,P15172,UNIPROT,P15172,1991-07-26
PRKCD,protein,Q05655,UNIPROT,phosphorylation,EIF2S1,protein,P05198,UNIPROT,P05198,1991-07-31
INSR,protein,P06213,UNIPROT,phosphorylation,FABP4,protein,P15090,UNIPROT,P15090,1991-07-05
HNF1A,protein,P20823,UNIPROT,transcriptional_regulation,AKR1C4,protein,P17516,UNIPROT,P17516,1991-06-01
HNF4A,protein,P41235,UNIPROT,transcriptional_regulation,AKR1C4,protein,P17516,UNIPROT,P17516,1991-06-01
HNF1B,protein,P35680,UNIPROT,transcriptional_regulation,ALB,protein,P02768,UNIPROT,P02768,1991-06-01
INS,protein,P01308,UNIPROT,binding,IGF1R,protein,P08069,UNIPROT,P08069,1991-06-01
HNF4G,protein,Q14541,UNIPROT,transcriptional_regulation,AKR1C4,protein,P17516,UNIPROT,P17516,1991-06-01
HNF1B,protein,P35680,UNIPROT,transcriptional_regulation,AKR1C4,protein,P17516,UNIPROT,P17516,1991-06-01
INHBA,protein,P08476,UNIPROT,binding,ACVR2A,protein,P27037,UNIPROT,P27037,1991-06-14
EGFR,protein,P00533,UNIPROT,phosphorylation,EPB41,protein,P11171,UNIPROT,P11171,1991-06-15
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,GAP43,protein,P17677,UNIPROT,P17677,1991-06-05
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,GAP43,protein,P17677,UNIPROT,P17677,1991-06-05
zileuton,chemical,CHEBI:10112,ChEBI,chemical_inhibition,ALOX5,protein,P09917,UNIPROT,P09917,1991-03-01
PRKACA,protein,P17612,UNIPROT,phosphorylation,VTN,protein,P04004,UNIPROT,P04004,1991-03-01
EGFR,protein,P00533,UNIPROT,phosphorylation,RASA1,protein,P20936,UNIPROT,P20936,1991-05-01
clofarabine,chemical,CHEBI:681569,ChEBI,chemical_inhibition,POLG2,protein,Q9UHN1,UNIPROT,Q9UHN1,1991-05-01
clofarabine,chemical,CHEBI:681569,ChEBI,chemical_inhibition,RRM2,protein,P31350,UNIPROT,P31350,1991-05-01
clofarabine,chemical,CHEBI:681569,ChEBI,chemical_inhibition,PRIM1,protein,P49642,UNIPROT,P49642,1991-05-01
clofarabine,chemical,CHEBI:681569,ChEBI,chemical_inhibition,RRM1,protein,P23921,UNIPROT,P23921,1991-05-01
clofarabine,chemical,CHEBI:681569,ChEBI,chemical_inhibition,PRIM2,protein,P49643,UNIPROT,P49643,1991-05-01
clofarabine,chemical,CHEBI:681569,ChEBI,chemical_inhibition,POLB,protein,P06746,UNIPROT,P06746,1991-05-01
clofarabine,chemical,CHEBI:681569,ChEBI,chemical_inhibition,POLG,protein,P54098,UNIPROT,P54098,1991-05-01
lidocaine,chemical,CHEBI:6456,ChEBI,chemical_inhibition,SCN2A,protein,Q99250,UNIPROT,Q99250,1991-11-01
verapamil,chemical,CHEBI:9948,ChEBI,chemical_inhibition,SCN2A,protein,Q99250,UNIPROT,Q99250,1991-11-01
carbamazepine,chemical,CHEBI:3387,ChEBI,chemical_inhibition,SCN2A,protein,Q99250,UNIPROT,Q99250,1991-11-01
phenytoin,chemical,CHEBI:8107,ChEBI,chemical_inhibition,SCN2A,protein,Q99250,UNIPROT,Q99250,1991-11-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,MBP,protein,P02686,UNIPROT,P02686,1991-11-25
MAPK3,protein,P27361,UNIPROT,phosphorylation,MBP,protein,P02686,UNIPROT,P02686,1991-11-25
PTCRA,protein,Q6ISU1,UNIPROT,binding,ZAP70,protein,P43403,UNIPROT,P43403,1991-10-15
CDK1,protein,P06493,UNIPROT,phosphorylation,HMGA1,protein,P17096,UNIPROT,P17096,1991-10-25
CSNK2B,protein,P67870,UNIPROT,phosphorylation,CSNK2B,protein,P67870,UNIPROT,P67870,1991-10-25
NR3C1,protein,P04150,UNIPROT,transcriptional_regulation,CEBPD,protein,P49716,UNIPROT,P49716,1991-09-01
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,TH,protein,P07101,UNIPROT,P07101,1991-09-15
CAMK2G,protein,Q13555,UNIPROT,phosphorylation,TH,protein,P07101,UNIPROT,P07101,1991-09-15
PRKACA,protein,P17612,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1991-09-06
PRKACA,protein,P17612,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1991-09-06
PRKACA,protein,P17612,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1991-09-06
NTF3,protein,P20783,UNIPROT,binding,NTRK3,protein,Q16288,UNIPROT,Q16288,1991-09-06
EGFR,protein,P00533,UNIPROT,phosphorylation,PKIA,protein,P61925,UNIPROT,P61925,1991-01-01
porfimer,chemical,CHEBI:60652,ChEBI,chemical_activation,LDLR,protein,P01130,UNIPROT,P01130,1992-01-01
teniposide,chemical,CHEBI:75988,ChEBI,chemical_inhibition,TOP2B,protein,Q02880,UNIPROT,Q02880,1992-04-01
teniposide,chemical,CHEBI:75988,ChEBI,chemical_inhibition,TOP2A,protein,P11388,UNIPROT,P11388,1992-04-01
PDGFRB,protein,P09619,UNIPROT,phosphorylation,PDGFRB,protein,P09619,UNIPROT,P09619,1992-04-01
PRKCA,protein,P17252,UNIPROT,phosphorylation,MARCKS,protein,P29966,UNIPROT,P29966,1992-04-16
PRKCA,protein,P17252,UNIPROT,phosphorylation,MARCKS,protein,P29966,UNIPROT,P29966,1992-04-16
PRKCA,protein,P17252,UNIPROT,phosphorylation,MARCKS,protein,P29966,UNIPROT,P29966,1992-04-16
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,CEBPB,protein,P17676,UNIPROT,P17676,1992-04-17
AVP,protein,P01185,UNIPROT,binding,AVPR2,protein,P30518,UNIPROT,P30518,1992-04-09
Oxytocin,protein,P01178-PRO_0000020495,UNIPROT,binding,OXTR,protein,P30559,UNIPROT,P30559,1992-04-09
CSK,protein,P41240,UNIPROT,phosphorylation,LCK,protein,P06239,UNIPROT,P06239,1992-08-01
PPP1R8,protein,Q12972,UNIPROT,binding,PPP1CA,protein,P62136,UNIPROT,P62136,1992-08-15
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,CAMK2A,protein,Q9UQM7,UNIPROT,Q9UQM7,1992-08-25
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,CAMK2A,protein,Q9UQM7,UNIPROT,Q9UQM7,1992-08-25
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,CAMK2A,protein,Q9UQM7,UNIPROT,Q9UQM7,1992-08-25
PLCB1,protein,Q9NQ66,UNIPROT,binding,GNA11,protein,P29992,UNIPROT,P29992,1992-08-07
FGF4,protein,P08620,UNIPROT,binding,FGFR4,protein,P22455,UNIPROT,P22455,1992-12-01
EGFR,protein,P00533,UNIPROT,binding,NCK1,protein,P16333,UNIPROT,P16333,1992-12-01
FGF6,protein,P10767,UNIPROT,binding,FGFR4,protein,P22455,UNIPROT,P22455,1992-12-01
drospirenone,chemical,CHEBI:50838,ChEBI,chemical_inhibition,NR3C2,protein,P08235,UNIPROT,P08235,1992-12-01
FGF2,protein,P09038,UNIPROT,binding,FGFR4,protein,P22455,UNIPROT,P22455,1992-12-01
FGF1,protein,P05230,UNIPROT,binding,FGFR4,protein,P22455,UNIPROT,P22455,1992-12-01
IL3,protein,P08700,UNIPROT,binding,IL3RA,protein,P26951,UNIPROT,P26951,1992-12-15
GNB1,protein,P62873,UNIPROT,binding,PLCB2,protein,Q00722,UNIPROT,Q00722,1992-12-17
PRKCA,protein,P17252,UNIPROT,phosphorylation,MYOD1,protein,P15172,UNIPROT,P15172,1992-12-24
PLG,protein,P00747,UNIPROT,cleavage,PLAT,protein,P00750,UNIPROT,P00750,1992-12-05
PLAT,protein,P00750,UNIPROT,binding,PLG,protein,P00747,UNIPROT,P00747,1992-12-05
BBC3,protein,Q9BXH1,UNIPROT,binding,BAX,protein,Q07812,UNIPROT,Q07812,1992-02-01
TGFB2,protein,P61812,UNIPROT,binding,TGFBR2,protein,P37173,UNIPROT,P37173,1992-02-21
TGFB1,protein,P01137,UNIPROT,binding,TGFBR2,protein,P37173,UNIPROT,P37173,1992-02-21
eprosartan,chemical,CHEBI:4814,ChEBI,chemical_inhibition,AGTR1,protein,P30556,UNIPROT,P30556,1992-01-01
OSM,protein,P13725,UNIPROT,binding,LIFR,protein,P42702,UNIPROT,P42702,1992-01-01
CAMK2G,protein,Q13555,UNIPROT,phosphorylation,EGFR,protein,P00533,UNIPROT,P00533,1992-01-15
CAMK2G,protein,Q13555,UNIPROT,phosphorylation,EGFR,protein,P00533,UNIPROT,P00533,1992-01-15
PRKD1,protein,Q15139,UNIPROT,phosphorylation,PLCG1,protein,P19174,UNIPROT,P19174,1992-01-25
PRKCA,protein,P17252,UNIPROT,phosphorylation,PLCG1,protein,P19174,UNIPROT,P19174,1992-01-25
PRKACA,protein,P17612,UNIPROT,phosphorylation,PLCG1,protein,P19174,UNIPROT,P19174,1992-01-25
RXRB,protein,P28702,UNIPROT,binding,RARA,protein,P10276,UNIPROT,P10276,1992-01-30
RARB,protein,P10826,UNIPROT,binding,RXRB,protein,P28702,UNIPROT,P28702,1992-01-30
RXRB,protein,P28702,UNIPROT,binding,RARB,protein,P10826,UNIPROT,P10826,1992-01-30
RXRB,protein,P28702,UNIPROT,binding,RARG,protein,P13631,UNIPROT,P13631,1992-01-30
RARG,protein,P13631,UNIPROT,binding,RXRA,protein,P19793,UNIPROT,P19793,1992-01-30
RARG,protein,P13631,UNIPROT,binding,RXRB,protein,P28702,UNIPROT,P28702,1992-01-30
RXRA,protein,P19793,UNIPROT,binding,RARA,protein,P10276,UNIPROT,P10276,1992-01-30
RARA,protein,P10276,UNIPROT,transcriptional_regulation,RXRG,protein,P48443,UNIPROT,P48443,1992-01-30
RARA,protein,P10276,UNIPROT,binding,RXRA,protein,P19793,UNIPROT,P19793,1992-01-30
RXRB,protein,P28702,UNIPROT,transcriptional_regulation,RARB,protein,P10826,UNIPROT,P10826,1992-01-30
RXRA,protein,P19793,UNIPROT,binding,RARG,protein,P13631,UNIPROT,P13631,1992-01-30
RARB,protein,P10826,UNIPROT,binding,RXRA,protein,P19793,UNIPROT,P19793,1992-01-30
RXRA,protein,P19793,UNIPROT,binding,RARB,protein,P10826,UNIPROT,P10826,1992-01-30
RARA,protein,P10276,UNIPROT,binding,RXRG,protein,P48443,UNIPROT,P48443,1992-01-30
AMPD1,protein,P23109,UNIPROT,chemical_modification,adenosine 5'-monophosphate,smallmolecule,CHEBI:16027,ChEBI,CHEBI:16027,1992-07-15
adenosine 5'-monophosphate,smallmolecule,CHEBI:16027,ChEBI,precursor_of,IMP,smallmolecule,CHEBI:17202,ChEBI,CHEBI:17202,1992-07-15
AMPD1,protein,P23109,UNIPROT,chemical_modification,IMP,smallmolecule,CHEBI:17202,ChEBI,CHEBI:17202,1992-07-15
PRKCA,protein,P17252,UNIPROT,phosphorylation,PFKFB2,protein,O60825,UNIPROT,O60825,1992-07-15
AMPD1,protein,P23109,UNIPROT,chemical_modification,ammonium,smallmolecule,CHEBI:28938,ChEBI,CHEBI:28938,1992-07-15
CDK1,protein,P06493,UNIPROT,phosphorylation,RPA2,protein,P15927,UNIPROT,P15927,1992-06-01
CDK1,protein,P06493,UNIPROT,phosphorylation,RPA2,protein,P15927,UNIPROT,P15927,1992-06-01
MAPKAPK5,protein,Q8IW41,UNIPROT,phosphorylation,MAPK4,protein,P31152,UNIPROT,P31152,1992-06-15
PRKG1,protein,Q13976,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKG1,protein,Q13976,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKG1,protein,Q13976,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKACA,protein,P17612,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKG1,protein,Q13976,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKCA,protein,P17252,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKACA,protein,P17612,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKACA,protein,P17612,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKCA,protein,P17252,UNIPROT,phosphorylation,CFTR,protein,P13569,UNIPROT,P13569,1992-06-25
PRKACA,protein,P17612,UNIPROT,phosphorylation,NOS1,protein,P29475,UNIPROT,P29475,1992-06-05
copper(1+),smallmolecule,CHEBI:49552,ChEBI,chemical_activation,SOD3,protein,P08294,UNIPROT,P08294,1992-03-01
PRKACA,protein,P17612,UNIPROT,phosphorylation,FOS,protein,P01100,UNIPROT,P01100,1992-03-01
copper(1+),smallmolecule,CHEBI:49552,ChEBI,chemical_activation,SOD1,protein,P00441,UNIPROT,P00441,1992-03-01
copper(1+),smallmolecule,CHEBI:49552,ChEBI,chemical_activation,SOD2,protein,P04179,UNIPROT,P04179,1992-03-01
PRKCA,protein,P17252,UNIPROT,phosphorylation,KCNE1,protein,P15382,UNIPROT,P15382,1992-03-27
HSD3B1,protein,P14060,UNIPROT,chemical_modification,testosterone,smallmolecule,CHEBI:17347,ChEBI,CHEBI:17347,1992-03-05
"androst-5-ene-3beta,17beta-diol",smallmolecule,CHEBI:2710,ChEBI,precursor_of,testosterone,smallmolecule,CHEBI:17347,ChEBI,CHEBI:17347,1992-03-05
